trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
171,False,"{'a': 0.7730751766413363, 'e': 0.5399148845555657}",30,16,-12.42670670588609,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
172,False,"{'a': 0.7730740456828866, 'e': 0.5299640517645718}",25,0,-99.12152199058502,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
173,False,"{'a': 0.773072959069952, 'e': 0.5199893401555817}",30,0,-24.954326198349367,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
174,False,"{'a': 0.77307191506372, 'e': 0.5099986668799654}",20,0,12.18480969978923,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
175,False,"{'a': 0.7730709119935578, 'e': 0.5}",25,13,-10.173188499356769,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
176,False,"{'a': 0.7730699482543394, 'e': 0.49000133312003447}",20,0,-3.673543863743644,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
177,False,"{'a': 0.7730690223038762, 'e': 0.48001065984441815}",25,10,-18.229589329448572,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 0}",1
178,False,"{'a': 0.7730681326604499, 'e': 0.47003594823542827}",20,0,-51.01687530693902,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
179,False,"{'a': 0.7730672779004414, 'e': 0.4600851154444343}",30,4,-17.735919450094105,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 1}",1
180,False,"{'a': 0.7730664566560522, 'e': 0.45016600268752205}",20,0,-46.730064127241114,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
181,False,"{'a': 0.7730656676131161, 'e': 0.4402863507328071}",35,2,1.082926878352289,"{0: 28, 1: 2, 2: 3, 3: 0, 4: 0}",1
182,False,"{'a': 0.7730649095089961, 'e': 0.43045377606077095}",20,0,-16.502589409313963,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",1
183,False,"{'a': 0.7730641811305637, 'e': 0.4206757478512505}",25,6,11.694447815869356,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
184,False,"{'a': 0.7730634813122582, 'e': 0.41095956594133476}",25,10,-47.31230258731433,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
185,False,"{'a': 0.773062808934221, 'e': 0.4013123398875479}",20,9,-3.2730052255380038,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.7730621629205037, 'e': 0.39174096925348545}",20,9,-5.732035363202989,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.7730615422373466, 'e': 0.3822521252307509}",35,19,-48.04474056038251,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 1}",1
188,False,"{'a': 0.7730609458915242, 'e': 0.3728522336868043}",30,1,-50.67505943285837,"{0: 25, 1: 0, 2: 1, 3: 2, 4: 1}",1
189,False,"{'a': 0.773060372928756, 'e': 0.3635474597184336}",30,9,-69.66546395915013,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 2}",1
190,False,"{'a': 0.7730598224321792, 'e': 0.3543436937742044}",30,11,10.572972360459381,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
191,False,"{'a': 0.7730592935208819, 'e': 0.34524653939368066}",20,2,-46.62013012404788,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
192,False,"{'a': 0.7730587853484933, 'e': 0.33626130259564746}",30,18,-18.037874612624115,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
193,False,"{'a': 0.7730582971018289, 'e': 0.3273929829322396}",25,14,-0.39633794111607057,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
194,False,"{'a': 0.7730578279995902, 'e': 0.31864626621097447}",20,13,0.028307636543921877,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.7730573772911133, 'e': 0.3100255188723875}",25,15,10.390046706416161,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
196,False,"{'a': 0.7730569442551686, 'e': 0.30153478399746125}",20,1,6.186032674868585,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.7730565281988061, 'e': 0.2931777789064325}",25,9,1.9167442222465934,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
198,False,"{'a': 0.7730561284562469, 'e': 0.2849578942990103}",25,15,18.87284490214399,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.7730557443878178, 'e': 0.27687819487561016}",20,11,-5.92407004151191,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.7730553753789271, 'e': 0.2689414213699951}",30,16,23.340726136916427,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.773055020839082, 'e': 0.2611499939157508}",25,15,0.8847075960683548,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.773054680200943, 'e': 0.25350601666233785}",30,4,29.350723989744424,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,False,"{'a': 0.7730543529194166, 'e': 0.24601128355105173}",30,0,-0.030094447777289313,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
204,False,"{'a': 0.7730540384707824, 'e': 0.23866728515708957}",20,5,17.675371256165143,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.7730537363518554, 'e': 0.23147521650098246}",25,11,-0.5626071099365295,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
206,False,"{'a': 0.7730534460791809, 'e': 0.22443598573092638}",25,15,-11.133866993120293,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
207,False,"{'a': 0.7730531671882609, 'e': 0.21755022357688758}",20,0,11.001109413990347,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.7730528992328103, 'e': 0.21081829347774705}",25,13,20.198785500558067,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.7730526417840431, 'e': 0.20424030228409185}",20,0,-7.5496468806175425,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
210,False,"{'a': 0.7730523944299865, 'e': 0.1978161114414182}",25,13,3.314401310413161,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.7730521567748212, 'e': 0.19154534856146754}",25,15,8.809605910817297,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.7730519284382482, 'e': 0.18542741929298223}",20,11,16.2560522214907,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.7730517090548803, 'e': 0.1794615194073269}",25,5,29.80039288535366,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.7730514982736573, 'e': 0.173646647019005}",20,0,20.84060845654676,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
215,False,"{'a': 0.7730512957572843, 'e': 0.16798161486607555}",25,6,31.78531984556123,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.7730511011816918, 'e': 0.16246506258069593}",20,5,17.839512558015254,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.7730509142355175, 'e': 0.15709546888545278}",30,7,36.22197994376856,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.7730507346196075, 'e': 0.1518711636566591}",20,14,-30.63264253088262,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
219,False,"{'a': 0.7730505620465381, 'e': 0.14679033980138234}",25,8,-11.81656625612332,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
220,False,"{'a': 0.7730503962401555, 'e': 0.1418510649004877}",30,1,37.83785837189762,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.7730502369351341, 'e': 0.13705129257545956}",20,4,-13.724517350337793,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.7730500838765519, 'e': 0.1323888735420653}",25,9,1.544790914295263,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
223,False,"{'a': 0.7730499368194826, 'e': 0.1278615663190813}",30,8,35.3535217530805,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.7730497955286035, 'e': 0.12346704756522386}",20,16,7.529813921205512,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.773049659777819, 'e': 0.11920292202211769}",25,20,8.549038008248367,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.7730495293498989, 'e': 0.11506673204554962}",25,15,11.242995161392063,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.7730494040361306, 'e': 0.1110559667114076}",20,9,12.485392402434222,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.7730492836359856, 'e': 0.1071680704865281}",20,3,13.167906507359332,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.7730491679567977, 'e': 0.10340045145824961}",20,9,23.663957558834316,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.7730490568134557, 'e': 0.09975048911968498}",20,15,-0.5757714693929306,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
231,False,"{'a': 0.7730489500281065, 'e': 0.0962155417106928}",25,18,12.939212216955209,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.7730488474298707, 'e': 0.09279295311715707}",25,11,25.78601464379833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.7730487488545692, 'e': 0.0894800593335614}",25,9,24.376713863466062,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.7730486541444607, 'e': 0.08627419449591667}",30,19,-2.890385974677715,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
235,False,"{'a': 0.7730485631479885, 'e': 0.08317269649392234}",20,13,16.18281383931884,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.7730484757195392, 'e': 0.0801729121728123}",25,20,13.994071803369435,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.7730483917192082, 'e': 0.07727220213665986}",20,14,-0.1436476335342869,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
238,False,"{'a': 0.7730483110125774, 'e': 0.07446794516602806}",20,10,20.480801011632977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.7730482334704989, 'e': 0.07175754226375142}",25,6,33.64096990725898,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.7730481589688888, 'e': 0.06913842034334694}",20,14,10.151832379255017,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.7730480873885286, 'e': 0.06660803557509065}",20,6,21.983833840584513,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.7730480186148745, 'e': 0.06416387640517396}",20,7,23.133365907200954,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.7730479525378738, 'e': 0.06180346626358857}",25,18,15.089894927859746,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.7730478890517894, 'e': 0.05952436597650157}",25,13,-19.61521398108654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.77304782805503, 'e': 0.057324175898868734}",20,16,6.218569681056795,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.7730477694499878, 'e': 0.05520053778293432}",35,24,20.097645823197336,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.7730477131428821, 'e': 0.05315113639806379}",30,11,35.47067796537313,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.7730476590436096, 'e': 0.051173700917091614}",20,15,10.884791781943763,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.7730476070655999, 'e': 0.04926600608402654}",20,9,20.357216153817955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.7730475571256772, 'e': 0.047425873177566635}",20,14,10.377321967233442,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.7730475091439268, 'e': 0.045651170784443584}",25,7,23.420545534996737,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.7730474630435679, 'e': 0.043939815396141224}",25,14,17.98899702770081,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.7730474187508298, 'e': 0.04228977184203375}",25,0,-6.4318867914821425,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
254,False,"{'a': 0.7730473761948349, 'e': 0.040699053571466415}",25,14,19.319096159650712,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.7730473353074844, 'e': 0.039165722796764335}",20,5,22.86232281045124,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,False,"{'a': 0.7730472960233498, 'e': 0.03768789050860588}",25,20,10.417584859664185,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.7730472582795681, 'e': 0.036263716374648314}",25,17,15.082535901252037,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.7730472220157413, 'e': 0.03489140853173689}",20,12,5.445191552732621,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.7730471871738395, 'e': 0.033569223281482485}",20,16,6.044450880289175,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.7730471536981082, 'e': 0.03229546469845046}",20,9,18.832376400600864,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.773047121534979, 'e': 0.031068484159667453}",20,16,5.216665902972717,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.7730470906329843, 'e': 0.02988667980363613}",25,10,26.95084193210667,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.7730470609426741, 'e': 0.028748495926540052}",30,14,29.185861529735135,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.7730470324165375, 'e': 0.027652422322823056}",25,14,22.170571653788343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.7730470050089268, 'e': 0.026596993576865957}",20,3,13.061334650014269,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.7730469786759838, 'e': 0.025580788312007607}",35,27,13.96345985291383,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.7730469533755704, 'e': 0.024602428402739518}",20,2,29.058015700884322,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.7730469290672003, 'e': 0.023660578155461187}",20,3,25.66943048105628,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.7730469057119751, 'e': 0.022753943462804127}",30,18,10.635694330664485,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
270,False,"{'a': 0.7730468832725214, 'e': 0.02188127093613057}",20,10,20.67316676016933,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.7730468617129311, 'e': 0.021041347020468337}",30,12,32.76131825760562,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.7730468409987046, 'e': 0.02023299709578541}",35,17,25.67314774324504,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
273,False,"{'a': 0.7730468210966944, 'e': 0.019455084568193115}",20,14,11.924775569068256,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.7730468019750533, 'e': 0.018706509954354522}",25,18,11.368650215909156,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.7730467836031824, 'e': 0.01798620996209155}",25,14,20.7173265673052,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.7730467659516829, 'e': 0.017293156569905377}",20,11,17.212780186409915,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.7730467489923085, 'e': 0.016626356107881657}",20,10,22.342940701642675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.7730467326979208, 'e': 0.015984848342202596}",20,2,28.772167901049606,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.7730467170424451, 'e': 0.015367705565275558}",20,10,7.785399819134775,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.7730467020008295, 'e': 0.01477403169327307}",20,12,15.590891628991017,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.773046687549004, 'e': 0.01420296137269117}",20,10,20.601520064500377,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.7730466736638426, 'e': 0.013653659097350945}",20,16,7.483711334112508,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.7730466603231263, 'e': 0.013125318337102843}",20,4,30.35614937928719,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.7730466475055069, 'e': 0.012617160679338713}",35,0,48.83817699908754,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
285,False,"{'a': 0.7730466351904736, 'e': 0.012128434984274294}",30,12,35.35494481467719,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.7730466233583196, 'e': 0.011658416554833018}",20,12,14.784969459543493,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.773046611990111, 'e': 0.011206406321842888}",20,13,13.627660577093367,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.7730466010676563, 'e': 0.010771730045141537}",20,0,21.23487642495768,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
289,False,"{'a': 0.7730465905734771, 'e': 0.0103537375310917}",25,13,20.78813130965433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.7730465804907807, 'e': 0.009951801866904253}",20,12,14.832075450011974,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.7730465708034323, 'e': 0.00956531867209165}",30,22,13.579661496805608,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.7730465614959303, 'e': 0.00919370536728803}",20,14,12.32384504851844,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.7730465525533807, 'e': 0.00883640046060774}",20,15,12.819657709122612,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.7730465439614735, 'e': 0.0084928628516443}",20,10,18.56884033110067,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.7730465357064599, 'e': 0.008162571153159881}",30,17,23.81868097944876,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.7730465277751298, 'e': 0.007845023030455756}",25,19,11.500563728312423,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.7730465201547917, 'e': 0.007539734558373423}",20,12,13.512672926321967,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.7730465128332513, 'e': 0.007246239595831483}",25,7,34.27486426102809,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.7730465057987926, 'e': 0.006964089177762145}",25,11,23.918892413982604,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.7730464990401591, 'e': 0.006692850924284732}",20,6,23.67564056746685,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.7730464925465353, 'e': 0.006432108466918773}",25,6,33.12445140860988,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.7730464863075303, 'e': 0.00618146089161109}",30,12,31.35362697562094,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.77304648031316, 'e': 0.005940522198340292}",35,17,34.44654016198781,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.7730464745538324, 'e': 0.005708920777023452}",30,16,22.927682812274863,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.7730464690203311, 'e': 0.005486298899450515}",20,9,20.569337014035444,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.7730464637038017, 'e': 0.005272312226948683}",20,11,18.032990185026986,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.7730464585957363, 'e': 0.005066629333466244}",25,18,10.993992911841573,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.773046453687961, 'e': 0.004868931243758645}",30,17,25.331804271621888,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.7730464489726223, 'e': 0.004678910986350759}",20,8,23.748663675546915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.7730464444421747, 'e': 0.004496273160941144}",25,19,12.344163621119169,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.7730464400893685, 'e': 0.004320733519911912}",20,12,18.80615332382456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.7730464359072383, 'e': 0.004152018563600701}",25,12,23.49128684341351,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.7730464318890917, 'e': 0.003989865148994021}",25,11,25.270067443487363,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.773046428028499, 'e': 0.0038340201114973604}",30,18,19.318437476275257,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.7730464243192823, 'e': 0.0036842398994358927}",25,2,32.90761059030796,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.773046420755506, 'e': 0.003540290220946485}",30,18,16.048017761720587,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.7730464173314674, 'e': 0.0034019457029172973}",25,6,32.719181470618025,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,False,"{'a': 0.7730464140416873, 'e': 0.003268989561638569}",30,17,23.971046680027218,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.7730464108809012, 'e': 0.003141213284829414}",30,8,39.04818138114257,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.7730464078440513, 'e': 0.0030184163247083395}",25,15,18.306709542027022,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.7730464049262781, 'e': 0.0029004058017841894}",20,9,22.39293668762425,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.7730464021229123, 'e': 0.002786996219042215}",30,22,14.318565112421323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.7730463994294682, 'e': 0.0026780091862129707}",20,11,17.405496564469118,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.7730463968416355, 'e': 0.002573273153810285}",20,10,19.25357243876396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.7730463943552731, 'e': 0.002472623156634657}",20,5,28.393517279653263,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.7730463919664025, 'e': 0.0023759005664449884}",20,3,26.711280736298235,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.7730463896712008, 'e': 0.0022829528535029953}",20,11,12.497258662240368,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.7730463874659952, 'e': 0.0021936333567087463}",25,19,9.848132627914616,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.773046385347257, 'e': 0.002107801062043335}",35,23,26.175327039237136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.7730463833115957, 'e': 0.0020253203890499005}",25,19,13.192921381378413,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.7730463813557538, 'e': 0.0019460609850856514}",25,16,16.587431741414235,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.7730463794766015, 'e': 0.0018698975270841078}",20,12,15.561230474227962,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.7730463776711318, 'e': 0.001796709530578422}",25,17,16.469850787671646,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.7730463759364556, 'e': 0.0017263811657372008}",25,11,22.853810158201284,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.7730463742697972, 'e': 0.0016588010801744657}",35,17,36.14551404553962,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.7730463726684893, 'e': 0.0015938622283030446}",25,14,20.005934088183153,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.7730463711299695, 'e': 0.0015314617070033565}",25,6,32.894933198105576,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.7730463696517761, 'e': 0.0014715005973895412}",25,11,28.610573071527376,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.7730463682315434, 'e': 0.001413883812460659}",30,16,29.457601017819382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.7730463668669988, 'e': 0.0013585199504289047}",20,9,21.42187846148922,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.7730463655559587, 'e': 0.0013053211535268838}",20,6,23.458068816653356,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.7730463642963253, 'e': 0.001254202972096885}",30,8,38.794260380497576,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.7730463630860829, 'e': 0.0012050842337789636}",25,18,11.950352067945957,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
344,False,"{'a': 0.7730463619232947, 'e': 0.0011578869176096518}",20,12,17.4299757706246,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
